Country,j_soldtocustomercode,Customer_Name,SalesRep_Code,yearmonth,Customer_MTD,UserKey_4Map,Customer_QTD,Customer_Total_MTD,Customer_Total_QTD,Customer_Max_MTD,Customer_Max_QTD,Customer_Percent_MTD,Customer_Percent_QTD,Manager_Id
TW,30078340,台東馬偕紀念醫院,BJZ2,2024-08-01,33099.0,TW_BJZ2,68096.0,737774.0,-391642.0,155895.0,306342.0,0.2123159819109015,0.2222875087320707,0055h000006NBt3AAG
TW,30078424,高雄市立岡山醫院（委託秀傳醫療社團法人經營）,BJZ2,2024-08-01,38080.0,TW_BJZ2,47872.0,737774.0,-391642.0,155895.0,306342.0,0.2442669745662144,0.1562697899732978,0055h000006NBt3AAG
TW,30083864,天主教聖功醫療財團法人聖功醫院,BJZ2,2024-08-01,14762.0,TW_BJZ2,29524.0,737774.0,-391642.0,155895.0,306342.0,0.0946919400878796,0.0963759458383114,0055h000006NBt3AAG
TW,30448259,財團法人私立高雄醫學大學附設高醫岡山醫院,BJZ2,2024-08-01,4253.0,TW_BJZ2,19277.0,737774.0,-391642.0,155895.0,306342.0,0.0272811828474293,0.0629264025174478,0055h000006NBt3AAG
TW,30078539,東基醫療財團法人台東基督教醫院,BJZ2,2024-08-01,2389.0,TW_BJZ2,17148.0,737774.0,-391642.0,155895.0,306342.0,0.0153244170755957,0.0559766535440781,0055h000006NBt3AAG
TW,30078403,衛生福利部旗山醫院,BJZ2,2024-08-01,4280.0,TW_BJZ2,12841.0,737774.0,-391642.0,155895.0,306342.0,0.0274543763430514,0.0419172036482101,0055h000006NBt3AAG
TW,30084631,溪洲醫院,BJZ2,2024-08-01,6070.0,TW_BJZ2,9712.0,737774.0,-391642.0,155895.0,306342.0,0.0389364636454023,0.031703129182417,0055h000006NBt3AAG
TW,30083847,光雄長安醫院,BJZ2,2024-08-01,5430.0,TW_BJZ2,9390.0,737774.0,-391642.0,155895.0,306342.0,0.0348311363417685,0.0306520163738566,0055h000006NBt3AAG
TW,30078613,佛教慈濟醫療財團法人關山慈濟醫院,BJZ2,2024-08-01,2340.0,TW_BJZ2,3510.0,737774.0,-391642.0,155895.0,306342.0,0.0150101029539112,0.0114577824784064,0055h000006NBt3AAG
TW,30078345,長庚醫療財團法人,BJZ2,2024-08-01,155895.0,TW_BJZ2,-1630781.0,737774.0,-391642.0,155895.0,306342.0,1.0,0.0,0055h000006NBt3AAG
TW,30078349,國立成功大學醫學院附設醫院,BJZ1,2024-08-01,145814.0,TW_BJZ1,349280.0,630557.0,1112690.0,145814.0,349280.0,1.0,1.0,0055h000006NBt3AAG
TW,30078523,戴德森醫療財團法人嘉義基督教醫院,BJZ1,2024-08-01,133886.0,TW_BJZ1,246721.0,630557.0,1112690.0,145814.0,349280.0,0.9181971552800142,0.7063702473660101,0055h000006NBt3AAG
TW,30084444,陽明醫院,BJZ1,2024-08-01,74023.0,TW_BJZ1,225345.0,630557.0,1112690.0,145814.0,349280.0,0.5076535860754111,0.6451700641319286,0055h000006NBt3AAG
TW,30078618,佛教慈濟醫療財團法人大林慈濟醫院,BJZ1,2024-08-01,13714.0,TW_BJZ1,185689.0,630557.0,1112690.0,145814.0,349280.0,0.0940513256614591,0.5316336463582226,0055h000006NBt3AAG
TW,30078399,台南市立醫院（委託秀傳醫療社團法人經營）,BJZ1,2024-08-01,76258.0,TW_BJZ1,134949.0,630557.0,1112690.0,145814.0,349280.0,0.5229813323823501,0.3863633760879523,0055h000006NBt3AAG
TW,30078704,臺南市立安南醫院－委託中國醫藥大學興建經營,BJZ1,2024-08-01,8960.0,TW_BJZ1,100594.0,630557.0,1112690.0,145814.0,349280.0,0.0614481462685338,0.2880038937242327,0055h000006NBt3AAG
TW,30078453,台中榮民總醫院嘉義分院,BJZ1,2024-08-01,31035.0,TW_BJZ1,68567.0,630557.0,1112690.0,145814.0,349280.0,0.2128396450272264,0.1963095510765002,0055h000006NBt3AAG
TW,30078522,天主教中華聖母修女會醫療財團法人,BJZ1,2024-08-01,7857.0,TW_BJZ1,65476.0,630557.0,1112690.0,145814.0,349280.0,0.0538837148696284,0.1874599175446633,0055h000006NBt3AAG
TW,30079248,衛生福利部嘉南療養院,BJZ1,2024-08-01,34211.0,TW_BJZ1,51106.0,630557.0,1112690.0,145814.0,349280.0,0.2346208183027693,0.1463181401740723,0055h000006NBt3AAG
TW,30078530,台南新樓醫院,BJZ1,2024-08-01,10695.0,TW_BJZ1,46991.0,630557.0,1112690.0,145814.0,349280.0,0.0733468665560234,0.1345367613376088,0055h000006NBt3AAG
TW,30078425,衛生福利部臺南醫院,BJZ1,2024-08-01,20739.0,TW_BJZ1,46288.0,630557.0,1112690.0,145814.0,349280.0,0.1422291412347237,0.132524049473202,0055h000006NBt3AAG
TW,30078641,奇美醫療財團法人柳營奇美醫院,BJZ1,2024-08-01,4096.0,TW_BJZ1,32048.0,630557.0,1112690.0,145814.0,349280.0,0.0280905811513297,0.0917544663307375,0055h000006NBt3AAG
TW,30078951,高雄榮民總醫院臺南分院,BJZ1,2024-08-01,15675.0,TW_BJZ1,15675.0,630557.0,1112690.0,145814.0,349280.0,0.1074999657097398,0.0448780348144754,0055h000006NBt3AAG
TW,30078696,台灣基督長老教會新樓醫療財團法人麻豆新樓醫院,BJZ1,2024-08-01,4990.0,TW_BJZ1,14882.0,630557.0,1112690.0,145814.0,349280.0,0.0342216796741053,0.0426076500229042,0055h000006NBt3AAG
TW,30078410,衛生福利部新營醫院,BJZ1,2024-08-01,7053.0,TW_BJZ1,14106.0,630557.0,1112690.0,145814.0,349280.0,0.0483698410303537,0.0403859367842418,0055h000006NBt3AAG
TW,30111653,慶昇醫療社團法人慶昇醫院,BJZ1,2024-08-01,7779.0,TW_BJZ1,13474.0,630557.0,1112690.0,145814.0,349280.0,0.0533487868105943,0.0385765002290426,0055h000006NBt3AAG
TW,30079243,臺中榮民總醫院灣橋分院,BJZ1,2024-08-01,3657.0,TW_BJZ1,7314.0,630557.0,1112690.0,145814.0,349280.0,0.0250798963062531,0.0209402198808978,0055h000006NBt3AAG
TW,30079245,衛生福利部胸腔病院,BJZ1,2024-08-01,5632.0,TW_BJZ1,5632.0,630557.0,1112690.0,145814.0,349280.0,0.0386245490830784,0.0161245991754466,0055h000006NBt3AAG
TW,30078560,奇美醫療財團法人奇美醫院,BJZ1,2024-08-01,-19423.0,TW_BJZ1,-1743.0,630557.0,1112690.0,145814.0,349280.0,0.0,0.0,0055h000006NBt3AAG
TW,30078359,長庚醫療財團法人,BJZ1,2024-08-01,43906.0,TW_BJZ1,-590617.0,630557.0,1112690.0,145814.0,349280.0,0.3011096328198938,0.0,0055h000006NBt3AAG
TW,30078559,彰化基督教醫療財團法人彰化基督教醫院,BJY3,2024-08-01,-439039.0,TW_BJY3,461799.0,-185053.0,1376865.0,69044.0,461799.0,0.0,1.0,0055h000006NBt3AAG
TW,30078396,衛生福利部南投醫院,BJY3,2024-08-01,69044.0,TW_BJY3,150929.0,-185053.0,1376865.0,69044.0,461799.0,1.0,0.3268283387361168,0055h000006NBt3AAG
TW,30078369,國立台灣大學醫學院附設醫院雲林分院,BJY3,2024-08-01,25752.0,TW_BJY3,97150.0,-185053.0,1376865.0,69044.0,461799.0,0.3729795492729274,0.2103729111583178,0055h000006NBt3AAG
TW,30078648,秀傳醫療財團法人彰濱秀傳紀念醫院,BJY3,2024-08-01,10608.0,TW_BJY3,89226.0,-185053.0,1376865.0,69044.0,461799.0,0.1536411563640577,0.1932139307360994,0055h000006NBt3AAG
TW,30078663,秀傳醫療社團法人秀傳紀念醫院,BJY3,2024-08-01,12330.0,TW_BJY3,70320.0,-185053.0,1376865.0,69044.0,461799.0,0.1785817739412548,0.152274041303684,0055h000006NBt3AAG
TW,30078473,國立成功大學醫學院附設醫院斗六分院,BJY3,2024-08-01,23646.0,TW_BJY3,58423.0,-185053.0,1376865.0,69044.0,461799.0,0.3424772608771218,0.1265117507833494,0055h000006NBt3AAG
TW,30078662,佑民醫療社團法人佑民醫院,BJY3,2024-08-01,17828.0,TW_BJY3,47797.0,-185053.0,1376865.0,69044.0,461799.0,0.2582121545681015,0.1035017399344736,0055h000006NBt3AAG
TW,30078347,中國醫藥大學北港附設醫院,BJY3,2024-08-01,3990.0,TW_BJY3,41035.0,-185053.0,1376865.0,69044.0,461799.0,0.0577892358496031,0.0888590057579163,0055h000006NBt3AAG
TW,30077288,國立台灣大學醫學院附設醫院虎尾院區,BJY3,2024-08-01,9371.0,TW_BJY3,37484.0,-185053.0,1376865.0,69044.0,461799.0,0.135725044898905,0.081169513143164,0055h000006NBt3AAG
TW,30078596,竹山秀傳醫療社團法人竹山秀傳醫院,BJY3,2024-08-01,12752.0,TW_BJY3,34738.0,-185053.0,1376865.0,69044.0,461799.0,0.1846938184346214,0.075223203168478,0055h000006NBt3AAG
TW,30295256,佛教慈濟醫療財團法人斗六慈濟醫院,BJY3,2024-08-01,8294.0,TW_BJY3,34303.0,-185053.0,1376865.0,69044.0,461799.0,0.1201262962748392,0.0742812349095602,0055h000006NBt3AAG
TW,30078355,長庚醫療財團法人,BJY3,2024-08-01,4359.0,TW_BJY3,27464.0,-185053.0,1376865.0,69044.0,461799.0,0.0631336539018596,0.059471761523953,0055h000006NBt3AAG
TW,30411096,員榮醫療社團法人員榮醫院員生院區,BJY3,2024-08-01,8006.0,TW_BJY3,20233.0,-185053.0,1376865.0,69044.0,461799.0,0.1159550431608829,0.0438134339831831,0055h000006NBt3AAG
TW,30091384,敦仁醫院,BJY3,2024-08-01,19200.0,TW_BJY3,19200.0,-185053.0,1376865.0,69044.0,461799.0,0.2780835409304212,0.0415765300487874,0055h000006NBt3AAG
TW,30078658,員榮醫療社團法人員榮醫院,BJY3,2024-08-01,6900.0,TW_BJY3,15972.0,-185053.0,1376865.0,69044.0,461799.0,0.0999362725218701,0.034586475934335,0055h000006NBt3AAG
TW,30078510,惠來醫療社團法人宏仁醫院,BJY3,2024-08-01,3563.0,TW_BJY3,12468.0,-185053.0,1376865.0,69044.0,461799.0,0.0516047737674526,0.0269987592004313,0055h000006NBt3AAG
TW,30078525,天主教若瑟醫療財團法人,BJY3,2024-08-01,1830.0,TW_BJY3,10590.0,-185053.0,1376865.0,69044.0,461799.0,0.0265048374949307,0.0229320548550343,0055h000006NBt3AAG
TW,30083238,天主教中華道明修女會醫療財團法人天主教福安醫院,BJY3,2024-08-01,1946.0,TW_BJY3,8668.0,-185053.0,1376865.0,69044.0,461799.0,0.0281849255547187,0.0187700709616088,0055h000006NBt3AAG
TW,30403063,惠和醫院,BJY3,2024-08-01,2143.0,TW_BJY3,7827.0,-185053.0,1376865.0,69044.0,461799.0,0.0310381785528069,0.016948932327701,0055h000006NBt3AAG
TW,30078514,卓醫院,BJY3,2024-08-01,5776.0,TW_BJY3,5776.0,-185053.0,1376865.0,69044.0,461799.0,0.083656798563235,0.0125076061230102,0055h000006NBt3AAG
TW,30285963,員郭醫療社團法人員郭醫院,BJY3,2024-08-01,2172.0,TW_BJY3,4344.0,-185053.0,1376865.0,69044.0,461799.0,0.0314582005677539,0.0094066899235381,0055h000006NBt3AAG
TW,30078599,成美醫院,BJY3,2024-08-01,3000.0,TW_BJY3,4000.0,-185053.0,1376865.0,69044.0,461799.0,0.0434505532703783,0.0086617770934973,0055h000006NBt3AAG
TW,30088788,員林何醫院,BJY3,2024-08-01,1476.0,TW_BJY3,1476.0,-185053.0,1376865.0,69044.0,461799.0,0.0213776722090261,0.0031961957475005,0055h000006NBt3AAG
TW,30078346,中國醫藥大學附設醫院,BJY2,2024-08-01,677937.0,TW_BJY2,1575760.0,919800.0,1957434.0,677937.0,1575760.0,1.0,1.0,0055h000006NBt3AAG
TW,30078651,童綜合醫療社團法人童綜合醫院,BJY2,2024-08-01,87419.0,TW_BJY2,171695.0,919800.0,1957434.0,677937.0,1575760.0,0.128948560116943,0.1089601208305833,0055h000006NBt3AAG
TW,30078536,光田醫療社團法人光田綜合醫院,BJY2,2024-08-01,44873.0,TW_BJY2,102089.0,919800.0,1957434.0,677937.0,1575760.0,0.066190516227909,0.064787150327461,0055h000006NBt3AAG
TW,30111550,亞洲大學附屬醫院,BJY2,2024-08-01,41863.0,TW_BJY2,49291.0,919800.0,1957434.0,677937.0,1575760.0,0.0617505756434594,0.0312807787988018,0055h000006NBt3AAG
TW,30078607,清泉醫院,BJY2,2024-08-01,32911.0,TW_BJY2,38772.0,919800.0,1957434.0,677937.0,1575760.0,0.0485458088288439,0.0246052698380464,0055h000006NBt3AAG
TW,30078467,國軍臺中總醫院附設民眾診療服務處,BJY2,2024-08-01,12343.0,TW_BJY2,34002.0,919800.0,1957434.0,677937.0,1575760.0,0.0182067065228774,0.0215781591105244,0055h000006NBt3AAG
TW,30078459,國軍臺中總醫院中清分院附設民眾診療服務處,BJY2,2024-08-01,6937.0,TW_BJY2,25529.0,919800.0,1957434.0,677937.0,1575760.0,0.0102325142306733,0.0162010712291211,0055h000006NBt3AAG
TW,30124405,林新醫療社團法人烏日林新醫院,BJY2,2024-08-01,3737.0,TW_BJY2,17160.0,919800.0,1957434.0,677937.0,1575760.0,0.0055123116159761,0.0108899832461796,0055h000006NBt3AAG
TW,30086938,臺安醫院雙十分院,BJY2,2024-08-01,171.0,TW_BJY2,14979.0,919800.0,1957434.0,677937.0,1575760.0,0.0002522358272228,0.0095058892217088,0055h000006NBt3AAG
TW,30105922,長安醫院,BJY2,2024-08-01,6447.0,TW_BJY2,11686.0,919800.0,1957434.0,677937.0,1575760.0,0.0095097332052978,0.0074161039752246,0055h000006NBt3AAG
TW,30078351,中國醫藥大學附設醫院台中東區分院,BJY2,2024-08-01,3990.0,TW_BJY2,3990.0,919800.0,1957434.0,677937.0,1575760.0,0.0058855026352006,0.0025321114890592,0055h000006NBt3AAG
TW,30091297,陽光精神科醫院,BJY2,2024-08-01,1074.0,TW_BJY2,1074.0,919800.0,1957434.0,677937.0,1575760.0,0.0015842180025577,0.0006815758744986,0055h000006NBt3AAG
TW,30078489,仁愛醫療財團法人,BJY2,2024-08-01,98.0,TW_BJY2,-113792.0,919800.0,1957434.0,677937.0,1575760.0,0.0001445562050751,0.0,0055h000006NBt3AAG
TW,30078348,臺中榮民總醫院,BJY1,2024-08-01,754227.0,TW_BJY1,1799102.0,1123557.0,2903842.0,754227.0,1799102.0,1.0,1.0,0055h000006NBt3AAG
TW,30078342,中山醫學大學附設醫院,BJY1,2024-08-01,132900.0,TW_BJY1,468941.0,1123557.0,2903842.0,754227.0,1799102.0,0.1762068979233042,0.2606528145708248,0055h000006NBt3AAG
TW,30078479,佛教慈濟醫療財團法人台中慈濟醫院,BJY1,2024-08-01,80121.0,TW_BJY1,212470.0,1123557.0,2903842.0,754227.0,1799102.0,0.1062292917119116,0.11809780657239,0055h000006NBt3AAG
TW,30078657,李綜合醫療社團法人大甲李綜合醫院,BJY1,2024-08-01,47434.0,TW_BJY1,73520.0,1123557.0,2903842.0,754227.0,1799102.0,0.0628908803317834,0.0408648314548035,0055h000006NBt3AAG
TW,30078598,澄清綜合醫院,BJY1,2024-08-01,16382.0,TW_BJY1,61379.0,1123557.0,2903842.0,754227.0,1799102.0,0.0217202513301698,0.0341164647696461,0055h000006NBt3AAG
TW,30078755,為恭醫療財團法人,BJY1,2024-08-01,13161.0,TW_BJY1,53570.0,1123557.0,2903842.0,754227.0,1799102.0,0.0174496537514567,0.0297759660097092,0055h000006NBt3AAG
TW,30091243,財團法人台灣省私立台中仁愛之家附設靜和醫院,BJY1,2024-08-01,26104.0,TW_BJY1,52085.0,1123557.0,2903842.0,754227.0,1799102.0,0.0346102698524449,0.0289505542209391,0055h000006NBt3AAG
TW,30078602,林新醫療社團法人林新醫院,BJY1,2024-08-01,9469.0,TW_BJY1,37800.0,1123557.0,2903842.0,754227.0,1799102.0,0.0125545757444376,0.0210104818959681,0055h000006NBt3AAG
TW,30084180,梓榮醫療社團法人弘大醫院,BJY1,2024-08-01,11232.0,TW_BJY1,14976.0,1123557.0,2903842.0,754227.0,1799102.0,0.014892068303044,0.0083241528273549,0055h000006NBt3AAG
TW,30087686,大千綜合醫院,BJY1,2024-08-01,6454.0,TW_BJY1,12908.0,1123557.0,2903842.0,754227.0,1799102.0,0.0085571054868096,0.007174690484475,0055h000006NBt3AAG
TW,30078513,中國醫藥大學附設醫院豐原分院,BJY1,2024-08-01,12857.0,TW_BJY1,12857.0,1123557.0,2903842.0,754227.0,1799102.0,0.017046592073739,0.0071463430089011,0055h000006NBt3AAG
TW,30095490,安德生物科技股份有限公司,BJY1,2024-08-01,291.0,TW_BJY1,12686.0,1123557.0,2903842.0,754227.0,1799102.0,0.0003858254875521,0.0070512955908002,0055h000006NBt3AAG
TW,30078635,李綜合醫療社團法人苑裡李綜合醫院,BJY1,2024-08-01,9238.0,TW_BJY1,10732.0,1123557.0,2903842.0,754227.0,1799102.0,0.0122483019038034,0.0059651981933208,0055h000006NBt3AAG
TW,30339437,醫療財團法人正德癌症醫療基金會佛教正德醫院,BJY1,2024-08-01,3200.0,TW_BJY1,3200.0,1123557.0,2903842.0,754227.0,1799102.0,0.0042427545022917,0.0017786651340502,0055h000006NBt3AAG
TW,30085487,大眾醫院,BJY1,2024-08-01,487.0,TW_BJY1,731.0,1123557.0,2903842.0,754227.0,1799102.0,0.0006456942008175,0.0004063138165595,0055h000006NBt3AAG
TW,30078338,臺北榮民總醫院,BJX3,2024-08-01,311933.0,TW_BJX3,2538946.0,1048603.0,4610019.0,311933.0,2538946.0,1.0,1.0,0055h000006NBt3AAG
TW,30078385,台北市立聯合醫院,BJX3,2024-08-01,221416.0,TW_BJX3,468587.0,1048603.0,4610019.0,311933.0,2538946.0,0.7098190957673604,0.1845596558571942,0055h000006NBt3AAG
TW,30078555,新光醫療財團法人新光吳火獅紀念醫院,BJX3,2024-08-01,87138.0,TW_BJX3,281151.0,1048603.0,4610019.0,311933.0,2538946.0,0.2793484498273668,0.1107353208772459,0055h000006NBt3AAG
TW,30084591,振興醫療財團法人振興醫院,BJX3,2024-08-01,80259.0,TW_BJX3,254836.0,1048603.0,4610019.0,311933.0,2538946.0,0.2572956372041432,0.1003707837819315,0055h000006NBt3AAG
TW,30167652,輔仁大學學校財團法人輔仁大學附設醫院,BJX3,2024-08-01,71625.0,TW_BJX3,187411.0,1048603.0,4610019.0,311933.0,2538946.0,0.2296166163887757,0.0738144883743096,0055h000006NBt3AAG
TW,30078419,臺北市立關渡醫院－委託臺北榮民總醫院經營,BJX3,2024-08-01,66750.0,TW_BJX3,178728.0,1048603.0,4610019.0,311933.0,2538946.0,0.2139882602994874,0.0703945653038701,0055h000006NBt3AAG
TW,30078341,臺北醫學大學附設醫院,BJX3,2024-08-01,50983.0,TW_BJX3,152287.0,1048603.0,4610019.0,311933.0,2538946.0,0.1634421494359365,0.0599804013161366,0055h000006NBt3AAG
TW,30078352,馬偕紀念醫院,BJX3,2024-08-01,27471.0,TW_BJX3,135849.0,1048603.0,4610019.0,311933.0,2538946.0,0.0880669887443778,0.0535060611765669,0055h000006NBt3AAG
TW,30078751,醫療財團法人辜公亮基金會和信治癌中心醫院,BJX3,2024-08-01,45976.0,TW_BJX3,130186.0,1048603.0,4610019.0,311933.0,2538946.0,0.1473906255509997,0.0512756080672846,0055h000006NBt3AAG
TW,30078383,衛生福利部臺北醫院,BJX3,2024-08-01,35105.0,TW_BJX3,99031.0,1048603.0,4610019.0,311933.0,2538946.0,0.112540192926045,0.0390047681203144,0055h000006NBt3AAG
TW,30078393,台北市立聯合醫院,BJX3,2024-08-01,29650.0,TW_BJX3,73998.0,1048603.0,4610019.0,311933.0,2538946.0,0.0950524631892105,0.0291451649621535,0055h000006NBt3AAG
TW,30078439,三軍總醫院北投分院附設民眾診療服務處,BJX3,2024-08-01,7760.0,TW_BJX3,44594.0,1048603.0,4610019.0,311933.0,2538946.0,0.0248771370775134,0.0175639812741192,0055h000006NBt3AAG
TW,30078429,新北市立聯合醫院,BJX3,2024-08-01,12537.0,TW_BJX3,26971.0,1048603.0,4610019.0,311933.0,2538946.0,0.0401913231366992,0.0106229120272743,0055h000006NBt3AAG
TW,30078450,三軍總醫院附設民眾診療服務處,BJX2,2024-08-01,176403.0,TW_BJX2,890879.0,886765.0,2395629.0,197082.0,890879.0,0.8950741315797486,1.0,0055h000006NBt3AAG
TW,30293434,國立臺灣大學醫學院附設醫院癌醫中心分院,BJX2,2024-08-01,197082.0,TW_BJX2,237278.0,886765.0,2395629.0,197082.0,890879.0,1.0,0.2663414447977784,0055h000006NBt3AAG
TW,30078656,國立陽明交通大學附設醫院,BJX2,2024-08-01,51342.0,TW_BJX2,218841.0,886765.0,2395629.0,197082.0,890879.0,0.2605108533503821,0.245646153967037,0055h000006NBt3AAG
TW,30078339,馬偕紀念醫院,BJX2,2024-08-01,43447.0,TW_BJX2,217137.0,886765.0,2395629.0,197082.0,890879.0,0.22045138571762,0.2437334363027975,0055h000006NBt3AAG
TW,30078512,國泰綜合醫院,BJX2,2024-08-01,69002.0,TW_BJX2,160152.0,886765.0,2395629.0,197082.0,890879.0,0.3501182249013101,0.1797685207530989,0055h000006NBt3AAG
TW,30078484,天主教靈醫會醫療財團法人羅東聖母醫院,BJX2,2024-08-01,88395.0,TW_BJX2,130832.0,886765.0,2395629.0,197082.0,890879.0,0.4485188906140591,0.1468572050749877,0055h000006NBt3AAG
TW,30078645,國泰綜合醫院,BJX2,2024-08-01,35720.0,TW_BJX2,98240.0,886765.0,2395629.0,197082.0,890879.0,0.1812443551415147,0.1102731122857312,0055h000006NBt3AAG
